Id,SalePrice
1461,111718.43082616969
1462,161129.6951240261
1463,187980.30106054287
1464,195892.14348432
1465,205032.1054641591
1466,170881.75736156845
1467,173275.53756715206
1468,157364.7874599291
1469,210147.8211870754
1470,112786.8281604798
1471,164223.75812998405
1472,96717.76656822608
1473,93194.63460617636
1474,146586.34488726084
1475,109383.3238189859
1476,375353.25140937744
1477,257024.46481380833
1478,297328.90341272706
1479,294874.55531262734
1480,477782.6927786111
1481,315886.9924525383
1482,203957.29083547255
1483,176819.53489878154
1484,160478.69162400498
1485,176534.74301032862
1486,192549.3757244406
1487,328738.980690115
1488,223210.54117388767
1489,203049.34119781826
1490,254821.54100873973
1491,198961.3985407229
1492,98362.93489917817
1493,186042.81025193812
1494,288326.2201296337
1495,285790.542113308
1496,242686.7902081144
1497,175065.03731801585
1498,166791.7324499905
1499,162739.4845837185
1500,148403.17509622304
1501,195648.6014723216
1502,131840.6348183789
1503,348950.6516343973
1504,233651.16021446566
1505,224295.8829327648
1506,194732.84383085216
1507,259391.56287944136
1508,201525.0998956869
1509,154996.2638884489
1510,144567.1642349954
1511,158326.64348613322
1512,174905.50795781304
1513,154834.8573059716
1514,167565.65807568323
1515,215723.62449564823
1516,161556.12607192353
1517,184840.1950666946
1518,121277.58892957338
1519,222845.3138927181
1520,121233.85149629283
1521,135084.0994856939
1522,188205.5205531964
1523,112189.9046596296
1524,124457.81984401356
1525,119374.15912620403
1526,103353.76356611705
1527,105671.26748804975
1528,136261.88526762565
1529,161108.9160671366
1530,210313.57286838954
1531,117190.85994619405
1532,88938.33271427618
1533,161174.9382845765
1534,126747.1574761087
1535,158339.47250364936
1536,96434.91537796348
1537,43959.57580917445
1538,154360.27347607
1539,200924.52914477343
1540,119485.1729230792
1541,136758.0257820239
1542,155408.9464902748
1543,196834.90832632725
1544,72048.17948173262
1545,119514.31317812814
1546,128809.54526920465
1547,135050.0170445636
1548,143407.77855830168
1549,117786.04429259681
1550,139372.14066629106
1551,106312.71691078281
1552,151116.51507006033
1553,153519.75684979756
1554,115955.40403197138
1555,158321.6196462088
1556,50130.80339589415
1557,134607.45161763128
1558,100741.59863901166
1559,61326.642341622355
1560,119382.44914400416
1561,149817.61772679535
1562,128205.6975215851
1563,128591.03319478338
1564,160192.8339425223
1565,154953.82366527698
1566,225332.89183139196
1567,72258.12058625038
1568,218375.86447789276
1569,139006.5320668915
1570,120989.50071572898
1571,101847.97460997828
1572,150915.40326542337
1573,279530.38081224187
1574,138694.22679201156
1575,236389.5241777768
1576,234300.81306798296
1577,183116.1990048965
1578,149765.34982013094
1579,135740.44520590798
1580,188919.28767250746
1581,149451.44594578765
1582,126854.06611438651
1583,281740.03355646535
1584,219418.64550531108
1585,132153.501070058
1586,73827.71178441819
1587,102734.2451011155
1588,160117.78240767322
1589,104966.2300423067
1590,124411.48514230821
1591,89902.89372847436
1592,128327.39346721118
1593,121280.1265983835
1594,152045.27412164924
1595,113312.34848213429
1596,227353.71476620447
1597,207281.91965973645
1598,214347.01027417573
1599,195557.23758326616
1600,173520.3796168025
1601,49879.40707153799
1602,121680.54247715298
1603,49805.47045760538
1604,278711.3125103286
1605,225943.27570080018
1606,150133.42904692233
1607,163830.48792742557
1608,199300.55906853016
1609,187298.17787133018
1610,153209.10811345014
1611,128997.66192637016
1612,184044.75327372673
1613,163357.8086163012
1614,133703.42426678588
1615,89113.68806562343
1616,66279.3162460626
1617,79051.55929180725
1618,126716.44214646115
1619,138168.06446668974
1620,184266.39858319884
1621,133622.16183890935
1622,146736.14161208898
1623,260978.11897991202
1624,206528.515056318
1625,111602.66623890845
1626,167232.72973370107
1627,190019.3893823683
1628,282080.95841777744
1629,177620.0318914971
1630,367465.7851808733
1631,245184.96586944867
1632,250598.6778678961
1633,170030.0926085181
1634,182327.79651948533
1635,168793.16928320698
1636,142067.1182156822
1637,203478.02360598443
1638,183779.24596365896
1639,182452.52582019474
1640,245296.0233565456
1641,182948.64336755843
1642,253570.33094984494
1643,219017.46492431482
1644,236798.9864530496
1645,214126.27357511857
1646,150075.75065884663
1647,152497.501892462
1648,128414.67498423476
1649,123729.6655415772
1650,106728.18033293751
1651,115310.9775168918
1652,98192.07474171506
1653,95573.32405338244
1654,145984.74203132346
1655,127933.71620960829
1656,141675.27250409822
1657,155602.80743130075
1658,145524.26606845597
1659,128714.93850816067
1660,151951.08110672855
1661,434537.9875835356
1662,381517.95794970973
1663,384262.3148594657
1664,510106.18517972843
1665,329943.3242647015
1666,323418.9110285451
1667,375686.12801853113
1668,352671.42496718006
1669,308206.49504955905
1670,355233.593917094
1671,265770.2034037843
1672,401482.5342070319
1673,290090.9143231755
1674,244010.3481889636
1675,203377.8033542383
1676,205167.06970945664
1677,217595.78983536677
1678,479866.9433114223
1679,383227.81952721975
1680,339626.9948180374
1681,275881.9542582695
1682,317300.109703355
1683,190701.2615808703
1684,166178.05722672708
1685,167457.8121727291
1686,160800.41753424166
1687,161946.1035240288
1688,184886.2232287813
1689,184388.40460759788
1690,186244.618788774
1691,173174.0377552176
1692,253251.54520167457
1693,169109.5253742126
1694,178422.7414533947
1695,164052.2453337265
1696,265629.2394651002
1697,171938.36456937686
1698,338248.2589234303
1699,319759.1312000606
1700,269349.4724125963
1701,278703.95148377714
1702,234302.3985359475
1703,221632.51259381464
1704,269382.86106252973
1705,238827.91860989353
1706,389735.2460333515
1707,228859.0987237674
1708,201494.68501314468
1709,248291.71007982176
1710,221899.2205020347
1711,266032.29200086754
1712,254874.52977798568
1713,280340.5827904976
1714,231743.83750672388
1715,207034.80450517073
1716,185460.12062560755
1717,169469.2668913055
1718,148267.80519463756
1719,231931.28510265908
1720,245181.30464469217
1721,147084.44100875536
1722,114863.78885713086
1723,148627.1222524285
1724,216236.81625339272
1725,239946.4489510216
1726,188389.29087739997
1727,144164.7724387051
1728,153736.27423021093
1729,170405.23425967846
1730,157036.39813462264
1731,108981.35750219376
1732,132781.34333329063
1733,112040.64017250726
1734,119690.4370207136
1735,93015.20272593667
1736,92696.87006652782
1737,283362.5474976149
1738,264507.0245980924
1739,252669.7235949586
1740,229248.9316016591
1741,197028.41771614953
1742,177956.1521375547
1743,167657.06025039533
1744,366083.99266614486
1745,226067.66321866127
1746,194371.44447493955
1747,218348.11772102135
1748,227147.44966122656
1749,135224.78241958612
1750,131923.76256185805
1751,233868.75781365263
1752,107408.21185679093
1753,159870.3946711146
1754,198989.5083070232
1755,169924.9073205591
1756,139051.6502913224
1757,116400.17202813306
1758,143635.6354580543
1759,165870.83712677704
1760,156615.03250106898
1761,159201.06435485065
1762,190496.80232096996
