Id,SalePrice
1461,114135.30438786816
1462,152289.71441550838
1463,180051.59024702947
1464,201243.73059224692
1465,190325.22745393057
1466,170724.04721417493
1467,179433.53146812314
1468,163250.98983264598
1469,194661.0959775744
1470,116212.0599985899
1471,176602.04043268302
1472,101106.29944637019
1473,95975.55776886058
1474,143801.0183292906
1475,113793.5534783384
1476,361773.37418685766
1477,243702.521720858
1478,276333.28893217066
1479,275050.96312718716
1480,535827.5154930588
1481,328764.2588934644
1482,205644.77943272173
1483,172273.73888014964
1484,163865.6363533906
1485,183822.90060298672
1486,192685.02358589787
1487,328833.4448058863
1488,234669.63494950926
1489,189045.02655338545
1490,237893.45604939217
1491,190826.88123895045
1492,88090.86857193902
1493,179869.93712472348
1494,283680.24889002915
1495,281665.7180827665
1496,232188.70642277197
1497,182633.6057914818
1498,173683.57917536757
1499,161062.18848293973
1500,154764.13995369125
1501,176484.7438439768
1502,153488.45522614758
1503,283358.79920464766
1504,243264.33198058078
1505,228155.49935049037
1506,191276.29763247742
1507,263935.1774822039
1508,195925.92584730408
1509,156971.00225584334
1510,143647.96692403997
1511,155917.94539428473
1512,173716.4698125386
1513,145312.47855705
1514,158620.36672693118
1515,197706.48369028317
1516,152000.49586296902
1517,176258.84744283435
1518,131042.83932320755
1519,213427.66628927647
1520,125565.22923118064
1521,130951.46224019276
1522,174043.79672654756
1523,111949.21872323121
1524,122221.10153859579
1525,119490.71839726713
1526,107390.98448268673
1527,107873.3870837867
1528,140046.9062455189
1529,151327.61580416237
1530,201995.4503464289
1531,106126.6514960569
1532,99183.50708301015
1533,148901.7894375156
1534,127073.5095624708
1535,147006.83279266505
1536,107640.95832636874
1537,59299.87621051483
1538,143135.96134506055
1539,180777.00632607544
1540,88717.79908018098
1541,133130.99846478758
1542,141488.31759553967
1543,186802.95822954553
1544,87516.28367320751
1545,116283.5312540292
1546,130901.58011612672
1547,127197.30335819328
1548,137343.3719812998
1549,120181.51103889217
1550,131085.63152371536
1551,110511.35586513332
1552,133598.1957206921
1553,135240.10646905843
1554,120582.52670744962
1555,158747.10443753106
1556,84014.9089006257
1557,99625.69074538194
1558,105601.36931172927
1559,74412.49979245928
1560,128238.62724915202
1561,117783.75198620385
1562,131194.5668849457
1563,121214.48943362993
1564,160320.2025036431
1565,141517.03683429406
1566,235178.34804665018
1567,79564.91114618925
1568,237316.8210380694
1569,127448.41278390864
1570,133540.89267851092
1571,117027.97229550596
1572,146118.08420574636
1573,236183.66811971902
1574,119000.35683394772
1575,231797.47910767773
1576,249149.82376420902
1577,179102.85854839272
1578,142177.32819911916
1579,142756.195825277
1580,195618.28031556684
1581,151813.53217456216
1582,124401.31327806678
1583,305548.5607864899
1584,221245.29969653508
1585,137165.87748095012
1586,75738.83561923425
1587,104819.70457806124
1588,154880.03619652524
1589,97057.60862766669
1590,137680.17188963908
1591,92995.54329567726
1592,119235.80028018248
1593,126207.54318112804
1594,130997.18197037022
1595,104184.54263260654
1596,220546.32328287247
1597,194121.7861802639
1598,220748.39900783505
1599,167691.3994742982
1600,155705.25612579435
1601,67996.96822420383
1602,112797.40877332077
1603,77856.17534490854
1604,268845.43906599184
1605,239477.80572390536
1606,164580.43632427638
1607,183153.8259749232
1608,208294.40297052322
1609,178651.43791848858
1610,148438.6668093517
1611,132595.11134213064
1612,169204.98417025513
1613,166859.69146497242
1614,120385.54315790153
1615,92410.11016674791
1616,79995.20493900217
1617,95920.80271522496
1618,129991.34647715712
1619,141197.86034667952
1620,163519.6923376715
1621,132236.25819448265
1622,142586.16151600724
1623,259820.87152058174
1624,209146.11702847184
1625,118166.59792800181
1626,169490.44585052758
1627,195435.55797789278
1628,282876.628379676
1629,175752.26015625388
1630,376163.76839462615
1631,215961.4290414874
1632,235233.67300189807
1633,173025.37983540396
1634,186133.51178620724
1635,172096.51540408406
1636,151007.9117246124
1637,205603.1324173085
1638,176425.7832389829
1639,187512.74504911609
1640,258022.9634784471
1641,180590.17064332237
1642,234855.55370520914
1643,214177.64152153034
1644,234396.75434443692
1645,215846.78945873512
1646,155074.8787727879
1647,157209.52069817446
1648,130579.94359993549
1649,141069.78157663418
1650,114081.96521091771
1651,120386.80977219382
1652,101182.78101722941
1653,102870.97998896375
1654,145203.1849951776
1655,130478.31072333366
1656,137799.12909666926
1657,146641.8931745694
1658,144786.62207559886
1659,124837.63815145554
1660,153070.9798505118
1661,451465.19961554446
1662,412912.7454038872
1663,376851.14922598435
1664,560369.01174651
1665,299088.85749154317
1666,328429.29022790934
1667,377988.7412542594
1668,334351.08366888145
1669,295784.13009772607
1670,337525.3723151183
1671,267180.91334064794
1672,451339.8471476958
1673,290356.60229888785
1674,239626.14265803937
1675,195219.3414476852
1676,189582.91085046396
1677,216137.5868739327
1678,504256.0389376857
1679,401023.8498137381
1680,318093.1078925646
1681,233340.08710594958
1682,316122.67307984584
1683,188398.3461560163
1684,172969.9538055476
1685,170519.63823861798
1686,170668.4094641876
1687,170246.54067668426
1688,187709.93538175462
1689,190865.28912595907
1690,195636.0988142181
1691,183972.84658003363
1692,253325.9119841371
1693,162689.37792488854
1694,182359.93628533217
1695,168918.5439099096
1696,271016.0859449725
1697,175525.8950160907
1698,349442.7444109378
1699,320697.24609557755
1700,251292.85865963818
1701,264883.2403441879
1702,241105.45803374896
1703,238127.74618932762
1704,287476.3212477501
1705,237354.12926865963
1706,464588.9377996848
1707,206601.07602707885
1708,196765.47273389256
1709,260717.3193172999
1710,220214.5146517764
1711,266113.45032459503
1712,256869.46867914862
1713,276037.57786064985
1714,221768.49910779775
1715,203437.94497753558
1716,185009.98094064766
1717,175531.11531604387
1718,137694.44460228065
1719,211302.78025922977
1720,237797.72394789945
1721,156058.544070186
1722,119884.14831917414
1723,149498.46598658027
1724,202840.6890025418
1725,239243.61931823246
1726,183636.28600768605
1727,149369.53951544358
1728,170250.23521330388
1729,164539.83917736934
1730,158846.69132098014
1731,116467.41082242366
1732,130736.51996230989
1733,112943.05807029632
1734,117038.34143566659
1735,121359.37967732204
1736,108285.8464658119
1737,314823.7021088912
1738,242374.52607924197
1739,257823.60114825438
1740,226220.08051170543
1741,196890.75755891783
1742,170911.93927590127
1743,176590.85332097235
1744,342474.21852394077
1745,210497.9647952692
1746,189612.64636137188
1747,211925.5366512111
1748,229492.88082269067
1749,135365.40474487466
1750,124459.18624427906
1751,252682.43435164442
1752,117952.55299682739
1753,151845.03246943495
1754,199292.49122024528
1755,160443.30654643817
1756,129866.0362261159
1757,122771.05276506334
1758,141735.07352078537
1759,157784.67576130113
1760,160800.4001430533
1761,147326.79862875195
1762,179895.8764563164
1763,181989.13811855006
1764,112089.44280664511
1765,170163.26196259624
1766,197145.42727064135
1767,231402.83249520394
1768,140934.48512841872
1769,170855.14326762175
1770,154167.25674058066
1771,115209.44192328698
1772,128629.2834622169
1773,120760.96873091589
1774,146386.15711676516
1775,143856.60787351395
1776,120577.57576212302
1777,111605.14974399655
1778,141942.4896700498
1779,119716.09544658354
1780,173843.50844137042
1781,122273.45981883735
1782,91081.72847111011
1783,137584.3317344149
1784,107611.96854064288
1785,119060.66560922703
1786,141865.62090376826
1787,161163.2259775649
1788,67122.97031173811
1789,97154.58927416727
1790,82876.79458995153
1791,203110.3526319601
1792,159813.86271435252
1793,126729.30671803553
1794,154807.77918373814
1795,135296.6325324784
1796,126256.9404770238
1797,115438.5246023435
1798,118617.22742436964
1799,110207.96464394701
1800,123046.40875124521
1801,129528.89064694027
1802,136035.79237900994
1803,150244.97017557186
1804,138741.04644910924
1805,137814.7759700254
1806,130085.90607788693
1807,128484.33462482487
1808,114948.3518003079
1809,116951.8458690833
1810,133843.78375483738
1811,87654.3634982447
1812,94529.92901590075
1813,123197.83018631049
1814,96749.54680231957
1815,60806.09974980897
1816,103395.68237162752
1817,98456.26936981292
1818,142689.74419575994
1819,131154.280119183
1820,69529.38594945388
1821,110082.94018882427
1822,146312.30181817798
1823,52399.85597784385
1824,124768.94505501703
1825,138799.60086043685
1826,106096.91717273432
1827,102817.64157235641
1828,132671.119226564
1829,116088.0852118384
1830,138018.22388794442
1831,140617.181056189
1832,76892.47011581808
1833,133070.35273778962
1834,119912.75038599382
1835,115759.74420627084
1836,123066.29230216605
1837,83276.08436047482
1838,121832.33322532791
1839,110216.04411678284
1840,131897.76491543654
1841,136922.54167857076
1842,93971.47569798952
1843,129466.47268735585
1844,135782.6083336095
1845,142213.27761175568
1846,153918.41091354925
1847,167819.19343624852
1848,57581.70600724652
1849,105945.06392778826
1850,114755.48467555638
1851,151803.718592273
1852,125512.25474943848
1853,123836.74567251244
1854,163701.16727041063
1855,143759.01923804372
1856,227024.2685593136
1857,130678.3039249969
1858,134874.42087750352
1859,113839.99084283624
1860,139527.7459861149
1861,114456.99439876356
1862,333968.1807928232
1863,316747.73026181286
1864,316772.6100184694
1865,340518.6471661091
1866,328341.0180608967
1867,221038.7689324821
1868,293765.9322046861
1869,204493.9873842447
1870,220192.78299891108
1871,246863.2224570343
1872,170562.4608052041
1873,248333.16175145033
1874,152059.29014440707
1875,194975.6855816764
1876,203279.00203663512
1877,209461.6688241593
1878,194872.2879086056
1879,127765.35345377908
1880,130914.13232051834
1881,247962.46350712376
1882,244106.9290753747
1883,185108.53781560366
1884,202461.70352425092
1885,233143.17244784723
1886,284759.9048158013
1887,213128.17562283296
1888,273720.25425820594
1889,168736.65881422634
1890,117550.3861523879
1891,127233.89643400615
1892,98064.02067902581
1893,129665.9728767506
1894,122639.14683295097
1895,131207.01389432017
1896,125326.74959124495
1897,112000.22742870892
1898,118437.15678893849
1899,164518.4125387917
1900,156284.83213374962
1901,166695.0100435309
1902,157101.77912071993
1903,227684.54112765111
1904,134775.66576789497
1905,200026.29197083626
1906,148970.0822066879
1907,205006.82045150432
1908,114050.74943677823
1909,134997.1788387658
1910,122714.21601419506
1911,221669.93376952584
1912,343909.5114629751
1913,134522.2827254898
1914,73489.55047751639
1915,309068.3252035643
1916,63297.126870750355
1917,234629.16956820863
1918,143175.30968178163
1919,171332.42110936617
1920,158131.47942163135
1921,383688.41539508937
1922,302931.6530531177
1923,241012.81591775903
1924,238447.30035638853
1925,196430.84849265625
1926,377692.19335463265
1927,129809.11973795231
1928,154112.35438420187
1929,124392.32750219289
1930,127640.8204374618
1931,137841.69028952983
1932,135813.2363997263
1933,185993.40610668596
1934,185794.5169169015
1935,169923.34084038844
1936,196267.2122514101
1937,179586.14520440318
1938,162901.18329986374
1939,233761.12178535917
1940,186153.32796783606
1941,165789.70236034374
1942,174426.64720021424
1943,212171.6748172842
1944,364918.2553684965
1945,384185.5049014724
1946,128043.82370009074
1947,301870.48340679955
1948,158094.72074716704
1949,238881.07760136583
1950,186175.78419035024
1951,234455.23719181717
1952,205881.53486324317
1953,160394.65661283027
1954,183476.53682150674
1955,134113.86379345937
1956,339872.22300820507
1957,148524.85880075328
1958,299281.6900809453
1959,146585.85648183225
1960,112382.52084685523
1961,120539.90979759945
1962,98956.65336639989
1963,108889.47385393434
1964,104459.02534111735
1965,145393.71476706283
1966,135231.57371330538
1967,288959.15344226744
1968,450662.3923872435
1969,379632.77047587023
1970,435319.93112511694
1971,489217.9205428234
1972,372246.2738158274
1973,268357.07583509135
1974,335979.2856405965
1975,580282.0792733971
1976,269217.829307008
1977,365795.45367090666
1978,361017.80182979844
1979,309369.40478088777
1980,202919.30669503193
1981,336420.756804046
1982,214507.36175124094
1983,199341.1788998545
1984,170728.75988150947
1985,228881.2782311288
1986,208298.83902316884
1987,190945.39126412844
1988,173730.67745854342
1989,191395.72883129565
1990,207467.7946651132
1991,231820.5583870795
1992,217090.8650000654
1993,168226.47291936533
1994,233528.97251993028
1995,185949.6074679449
1996,243896.70989725672
1997,295296.8072531634
1998,311789.5303081304
1999,271604.27160030144
2000,317884.5786723015
2001,277944.336948537
2002,237871.7650124372
2003,255935.6477085784
2004,290702.2582283628
2005,223349.9322124247
2006,216960.64166820273
2007,243287.08568921356
2008,215783.75893390793
2009,195788.08679157097
2010,190366.10934372977
2011,134208.0275400431
2012,171674.41431044225
2013,175236.7234646302
2014,180685.3524731951
2015,201246.23686521343
2016,190270.75614912153
2017,190952.30434173433
2018,115963.36027000124
2019,136109.58425966863
2020,99465.69660474388
2021,101551.73677542817
2022,181609.5383984929
2023,137908.50729146012
2024,279647.2344163486
2025,367554.8917318765
2026,176118.23155665508
2027,163221.0329879164
2028,154625.49667940813
2029,170848.53702396862
2030,263198.74471278716
2031,231686.47616949538
2032,244221.71430007144
2033,250574.23408819558
2034,174623.18894064918
2035,224266.34598676616
2036,198499.88120264487
2037,211880.19430998666
2038,342898.88473577076
2039,220194.30385347543
2040,288724.3409497581
2041,292890.32256079605
2042,209639.89278910577
2043,182322.06180546616
2044,167327.72183844578
2045,208269.58594247556
2046,152218.06582297126
2047,142123.07801856674
2048,139897.01029926894
2049,146366.07367492333
2050,168982.10507631916
2051,104085.00221356597
2052,120419.99249644743
2053,148121.08546378568
2054,96635.88172682164
2055,147073.70705259367
2056,144673.97350363072
2057,110026.82198231397
2058,213245.77425919112
2059,128442.7830657388
2060,177874.10513896114
